URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://fhir.ch/ig/ch-lab-report/ValueSet/ch-lab-report-lab-study-types,0.1.0,active,,LabStudyTypesEuVs,Lab Study Types in Switzerland,"This value set includes the codes for the lab specialties.",,"LOINC"
