Source File	Size	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/input/ch.fhir.ig.ch-atc.xml	10451	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	57	61	0	0	0	1	0	1
/input/resources/searchparameter/AuditEvent-entity-identifier.xml	1391	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	1	0	0
/input/resources/structuredefinition/DocumentAuditEvent.xml	14719	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	3	0	0	537	3322	0	1	0	12	0	2
/input/resources/structuredefinition/PolicyAuditEvent.xml	12892	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	2	0	0	414	1523	0	0	0	9	0	0
/input/resources/structuredefinition/AccessAuditTrailEvent.xml	7636	0	0	0	0	0	153	0	0	0	0	1	0	0	0	0	1	0	0	274	966	0	0	0	6	0	1
/input/resources/structuredefinition/HpdAuditEvent.xml	10521	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	3	0	0	509	1691	0	0	0	12	0	1
/input/resources/structuredefinition/CH-ATC.ITI-81.Response.xml	5887	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	2	0	0	458	1536	0	0	0	9	0	1
/input/resources/valueset/EprParticipant.xml	1886	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	8	4374	0	0	0	1	0	0
/input/resources/valueset/DocumentAuditEventType.xml	1680	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	8	41	0	0	0	0	0	0
/input/resources/valueset/PolicyAuditEventType.xml	1963	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	9	38	0	0	0	0	0	0
/input/resources/valueset/AccessAuditTrailEventType.xml	1267	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5	38	0	0	0	0	0	0
/input/resources/valueset/HpdAuditEventType.xml	1250	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	5	30	0	0	0	0	0	0
/input/examples/auditevent/atc-doc-create-rep-pat.xml	4684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	9	0	0	0	0	0	0
/input/examples/auditevent/atc-doc-read-ass-hpc.xml	5206	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	7	0	0	0	0	0	0
/input/examples/auditevent/atc-pol-create-acc-right.xml	3420	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0
/input/examples/auditevent/atc-pol-create-rep.xml	2677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0
/input/examples/auditevent/atc-log-read.xml	2152	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0
/input/examples/auditevent/atc-doc-search.xml	3548	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0
/input/examples/auditevent/atc-hpd-group-entry-notify.xml	3233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0
/input/examples/bundle/ch-atc-iti-81-response-sample.xml	12692	0	0	0	0	116	0	0	5	0	0	0	0	0	0	0	0	0	0	19	9	0	0	0	0	0	0
