URL,Version,Status,OIDs,Name,Title,Description,Used
http://fhir.ch/ig/ch-alis-connect/CodeSystem/ch-alis-connect-paramtyp,1.0.0-ballot,active,,ChAlisParamTyp,CH ALIS ParamTyp,"This code system defines the ParamTyp.","ConceptMap/Alis2FhirParameterV40,ValueSet/ch-alis-connect-paramtyp"
http://fhir.ch/ig/ch-alis-connect/CodeSystem/ch-alis-connect-persontyp,1.0.0-ballot,active,,ChAlisPersonTyp,CH ALIS PersonTyp,"This code system defines the PersonTyp.","ValueSet/ch-alis-connect-persontyp"
http://fhir.ch/ig/ch-alis-connect/CodeSystem/swiss-medical-specialties,1.0.0-ballot,active,,SwissMedicalSpecialties,Swiss Medical Specialties (Fachbereiche),"Code system for Swiss medical specialty areas (Fachbereiche) used in ambulatory care settings. Based on the regulation document 'Reglement Fachbereiche inkl. Liste der Fachbereiche' valid from January 1, 2026. Declared as fragment: only the codes actually referenced in this IG are listed here.","ValueSet/SwissMedicalSpecialities"
http://forum-datenaustausch.ch/tariff/TMA,1.0.0-ballot,active,,LKAAT,Leistungskatalog ambulante Arzttarife (LKAAT),"Externally maintained ambulatory physician tariff catalogue (LKAAT) published by OAAT. Declared as not-present: its codes are referenced from this IG but not enumerated here, because the catalogue is owned and published externally.","ValueSet/lkaat"
