Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-ch.fhir.ig.ch-ig.json	4443	-	0	0	0	0	0	0	7	74	0	0	0	0	0	0	0	1	0	0	106	85	0	0	0	3	0	2
fsh-generated/resources/CodeSystem-ch-ig-example.json	555	22	0	0	0	0	0	0	0	41	0	0	1	0	0	0	0	0	0	0	15	1517	0	0	0	1	0	0
fsh-generated/resources/Patient-PetraMeier.json	259	21	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	8	12	0	0	0	0	0	0
fsh-generated/resources/Practitioner-HansMuster.json	265	20	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ch-ig-practitioner.json	679	20	0	0	0	0	0	51	0	69	0	0	0	0	0	0	0	1	0	0	195	1016	0	0	0	8	0	1
fsh-generated/resources/ValueSet-ch-ig-example-sct.json	992	27	0	0	0	0	0	0	0	2072	0	0	0	0	0	0	0	0	0	0	18	3414	0	0	0	1	0	1
fsh-generated/resources/ValueSet-ch-ig-example-translation.json	501	27	0	0	0	0	0	0	1	32	0	0	0	0	0	0	0	0	0	0	15	40	0	0	0	0	0	0
fsh-generated/resources/ValueSet-ch-ig-example.json	408	23	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	14	66	0	0	0	0	1	0
input/resources/CodeSystem-ch-ig-example-translation.xml	951	25	1	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	16	40	0	0	0	1	0	0
