Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/Bundle-F-D5-HCP1-C1.json	10144	6	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	31	11	0	0	0	0	0	0
fsh-generated/resources/Bundle-F-D6-HCP1-C1.json	11437	7	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	37	12	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDA01.json	29011	15	0	0	0	0	5	0	1	15	0	0	0	0	0	0	0	0	0	0	68	145	0	0	0	0	0	1
fsh-generated/resources/Bundle-RDA01b.json	31088	17	0	0	0	0	12	0	0	16	0	0	0	0	0	0	0	0	0	0	75	26	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDA02.json	31571	17	0	0	0	0	6	0	1	14	0	0	0	0	0	0	0	0	0	0	75	28	0	0	0	0	0	1
fsh-generated/resources/Bundle-RDA02b.json	33648	18	0	0	0	0	7	0	0	13	0	0	0	0	0	0	0	0	0	0	78	26	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDA03.json	34090	18	1	0	0	0	6	0	1	15	0	0	0	0	0	0	0	0	0	0	80	25	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDA03b.json	36167	19	0	0	0	0	7	0	0	17	0	0	0	0	1	0	0	0	0	0	88	42	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDA04.json	35140	18	0	0	0	0	48	0	1	14	0	0	0	0	0	0	0	0	0	0	80	26	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDA04b.json	37217	20	0	0	0	0	7	0	0	16	0	0	0	0	0	0	0	0	0	0	84	27	0	0	0	0	0	0
