Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-ch.fhir.ig.ch-vacd.json	131097	-	0	0	0	0	0	0	7	166	0	0	0	0	0	0	0	6	0	0	340	874	0	0	0	16	0	2
fsh-generated/resources/AllergyIntolerance-11-1-AllergyIntolerance.json	878	3	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	22	16	0	0	0	0	0	0
fsh-generated/resources/AllergyIntolerance-11-2-AllergyIntolerance.json	873	2	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	17	15	0	0	0	0	0	0
fsh-generated/resources/AllergyIntolerance-11-3-AllergyIntolerance.json	878	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	17	15	0	0	0	0	0	0
fsh-generated/resources/AllergyIntolerance-11-4-AllergyIntolerance.json	873	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	16	19	0	0	0	0	0	0
fsh-generated/resources/AllergyIntolerance-TCB01-ALLINTO1.json	1223	2	1	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	15	17	0	0	0	0	0	0
fsh-generated/resources/AllergyIntolerance-TCF02-ALLINTO1.json	1118	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	16	19	0	0	0	0	0	0
fsh-generated/resources/AllergyIntolerance-TCF02-ALLINTO2.json	2231	4	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	18	22	0	0	0	0	0	0
fsh-generated/resources/AllergyIntolerance-TCF02-ALLINTO3.json	1389	2	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	20	21	0	0	0	0	0	0
fsh-generated/resources/Binary-originalRepresentation1.json	84568	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	64	0	0	0	0	0	0
fsh-generated/resources/Bundle-1-1-ImmunizationAdministration.json	19800	11	0	0	0	0	37	0	0	53	0	0	0	0	0	0	0	0	0	0	39	56	0	0	0	0	0	0
fsh-generated/resources/Bundle-1-3-VaccinationRecord.json	73608	37	1	0	0	0	29	0	1	129	0	0	0	0	0	0	0	0	0	0	114	145	0	0	0	0	0	0
fsh-generated/resources/Bundle-1-4-ImmunizationRecommendationRequest.json	30063	23	0	0	0	0	16	0	1	304	0	0	0	0	0	0	0	0	0	0	83	133	0	0	0	0	0	1
fsh-generated/resources/Bundle-1-5-ImmunizationRecommendationResponse.json	8909	7	0	0	0	0	7	0	0	19	0	0	0	0	0	0	0	0	0	0	35	47	0	0	0	0	0	0
fsh-generated/resources/Bundle-A-D1-P-C1.json	14488	12	0	0	0	0	10	0	1	67	0	0	0	0	0	0	0	1	0	0	40	56	0	0	0	0	0	0
fsh-generated/resources/Bundle-A-D2-HCP1-C1.json	12279	9	0	0	0	0	5	0	0	17	0	0	0	0	0	0	0	0	0	0	41	54	0	0	0	0	0	0
fsh-generated/resources/Bundle-A-D3-HCP2-C2.json	15259	12	1	0	0	0	6	0	1	27	0	0	0	0	0	0	0	0	0	0	52	83	0	0	0	0	0	0
fsh-generated/resources/Bundle-A-D4-HCP2-C2.json	15592	13	0	0	0	0	6	0	0	31	0	0	0	0	0	0	0	0	0	0	51	98	0	0	0	0	0	0
