URL,Version,Status,OIDs,Name,Title,Description,Used
http://fhir.ch/ig/ch-ems/CodeSystem/IVR,2.0.0-ballot,draft,,IVRCodeSystem,IVR Codes,"Code system containing concepts defined by IVR.",
