URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://fhir.ch/ig/ch-umzh-connect/ValueSet/ch-umzh-connect-servicerequest-category,1.0.0-ballot,active,,ChUmzhConnectServiceRequestCategoryVS,CH UMZH Connect ServiceRequest Category,"Value set for ServiceRequest.category defining the type of service request.",,"SCT"
