URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://fhir.ch/ig/ch-allergyintolerance/ValueSet/CHAllergyIntoleranceConditionValueSet,2.0.1,draft,,CHAllergyIntoleranceConditionValueSet,CHAllergyIntoleranceConditionValueSet,"Value set including translations of the CHAllergyIntolerance condition coding","StructureDefinition/ch-allergyintolerance-condition","SCT"
http://fhir.ch/ig/ch-allergyintolerance/ValueSet/CHAllergyIntoleranceReactionManifestationValueSet,2.0.1,draft,,CHAllergyIntoleranceReactionManifestationValueSet,CHAllergyIntoleranceReactionManifestationValueSet,"Value set including translations of CHAllergyIntolerance reaction manifestation","StructureDefinition/ch-allergyintolerance","SCT"
http://fhir.ch/ig/ch-allergyintolerance/ValueSet/CHAllergyIntoleranceReactionSubstanceValueSet,2.0.1,draft,,CHAllergyIntoleranceReactionSubstanceValueSet,CHAllergyIntoleranceReactionSubstanceValueSet,"Value set including translations of CHAllergyIntolerance allergy and intolerance coding","StructureDefinition/ch-allergyintolerance","SCT"
http://fhir.ch/ig/ch-allergyintolerance/ValueSet/CHAllergyIntoleranceValueSet,2.0.1,draft,,CHAllergyIntoleranceValueSet,CHAllergyIntoleranceValueSet,"Value set including translations for CHAllergyIntolerance coding.","StructureDefinition/ch-allergyintolerance","SCT"
