Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/input/ch.fhir.ig.ch-atc.xml	12140	-	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	129	87	0	0	0	4	0	2
input/resources/CapabilityStatement.xml	2045	48	1	0	0	0	0	0	1	243	0	0	0	0	0	0	0	0	0	0	42	40	0	0	0	1	0	0
/input/resources/searchparameter/AuditEvent-entity-identifier.xml	1391	-	1	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	22	17	0	0	0	0	0	0
/input/resources/structuredefinition/DocumentAuditEvent.xml	14040	-	0	0	0	0	0	378	0	0	0	0	3	0	0	0	0	6	0	0	1099	4369	0	0	0	40	1	3
/input/resources/structuredefinition/PolicyAuditEvent.xml	12151	-	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	3	0	0	854	1537	0	0	0	29	0	6
/input/resources/structuredefinition/AccessAuditTrailEvent.xml	6584	-	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	3	0	0	580	749	0	0	0	20	0	2
/input/resources/structuredefinition/HpdAuditEvent.xml	9795	-	1	0	0	0	0	170	0	0	0	0	0	0	0	0	0	4	0	0	899	1056	0	0	0	56	0	3
/input/resources/structuredefinition/CH-ATC.ITI-81.Response.xml	5923	-	0	0	0	0	0	127	0	1	0	0	1	0	0	0	0	2	0	0	648	1088	0	0	0	24	0	1
/input/resources/structuredefinition/ch-atc-uniqueid-identifier.xml	1353	-	0	0	0	0	0	47	0	69	0	0	0	0	0	0	0	1	0	0	68	99	0	0	0	3	0	1
/input/resources/valueset/EprParticipant.xml	1886	-	0	0	0	0	0	0	1	155	0	0	0	0	0	0	0	0	0	0	22	8414	0	0	0	1	0	0
/input/resources/valueset/DocumentAuditEventType.xml	1628	-	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	17	131	0	0	0	0	0	0
/input/resources/valueset/PolicyAuditEventType.xml	1963	-	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	20	99	0	0	0	1	0	0
/input/resources/valueset/AccessAuditTrailEventType.xml	1267	-	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	21	87	0	0	0	0	0	0
/input/resources/valueset/HpdAuditEventType.xml	1250	-	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	20	110	0	0	0	0	0	0
/input/examples/auditevent/atc-doc-create-rep-pat.xml	4391	-	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	20	0	0	0	0	0	0
/input/examples/auditevent/atc-doc-read-ass-hpc.xml	4876	-	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	17	0	0	0	0	0	0
/input/examples/auditevent/atc-pol-create-acc-right.xml	3440	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	14	0	0	0	0	0	0
/input/examples/auditevent/atc-pol-create-rep.xml	2659	-	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12	10	0	0	0	0	0	0
/input/examples/auditevent/atc-log-read.xml	2145	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	10	0	0	0	0	0	0
/input/examples/auditevent/atc-doc-search.xml	3541	-	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	11	0	0	0	0	0	0
/input/examples/auditevent/atc-hpd-group-entry-notify.xml	3219	-	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	10	0	0	0	0	0	0
/input/examples/bundle/ch-atc-iti-81-response-sample.xml	12445	-	0	0	0	0	36	0	1	6	0	0	0	0	0	0	0	0	0	0	30	17	0	0	0	0	0	0
